time,type,x,y,z,color,roll,pitch,yaw
2000-01-01 00:00:00.664070,cloud,0.7362003246431839,-1.3310177992781582,0.7291,0.9450980392156862,,,
2000-01-01 00:00:00.666240,cloud,0.8358234098063717,-1.3299403473914349,0.956,0.8784313725490196,,,
2000-01-01 00:00:00.675910,cloud,1.38932114487396,-0.40616081347923005,2.6123,0.2549019607843137,,,
2000-01-01 00:00:00.684170,cloud,0.7175717252264229,0.6895629551792752,2.5953,0.9137254901960784,,,
2000-01-01 00:00:00.699910,cloud,0.46604128164977054,2.6918043806707503,1.3621,0.8705882352941177,,,
2000-01-01 00:00:00.700450,cloud,-0.4417808686732462,4.668025705164263,2.5975,0.3882352941176471,,,
2000-01-01 00:00:00.701080,cloud,-0.6356754768932752,5.383694847228668,2.5874,0.33333333333333337,,,
2000-01-01 00:00:00.763450,cloud,0.6436241101297491,-1.7401979240476322,0.8504,0.9529411764705882,,,
2000-01-01 00:00:00.770540,cloud,1.9973516021588102,-1.324800466996307,2.4652,0.8862745098039215,,,
2000-01-01 00:00:00.798990,cloud,-1.1170262795653974,5.964149543795854,2.2515,0.4666666666666667,,,
2000-01-01 00:00:00.803260,cloud,-1.027527361159431,2.5760090473577026,0.6418,0.9725490196078431,,,
2000-01-01 00:00:00.804750,cloud,-0.625636475336829,5.076157860107201,-0.3227,0.9529411764705882,,,
2000-01-01 00:00:00.888550,cloud,1.867253521701462,2.8018730334712685,1.5268,0.8941176470588236,,,
2000-01-01 00:00:00.891490,cloud,0.7459311374315756,1.633927966040742,0.6474,0.9843137254901961,,,
2000-01-01 00:00:00.900610,cloud,-1.2210581737261568,4.106487245368789,2.6046,0.4,,,
2000-01-01 00:00:00.912360,cloud,-1.4903679847717928,1.729540496769956,0.2721,0.9725490196078431,,,
2000-01-01 00:00:00.913230,cloud,-1.5315961871242325,1.723898216132992,0.1542,0.9686274509803922,,,
2000-01-01 00:00:00.966310,cloud,1.8787128212411923,-1.4375095600739354,0.4064,0.9294117647058824,,,
2000-01-01 00:00:00.973750,cloud,4.682994489742433,-0.5312894964536816,0.8472,0.9607843137254902,,,
2000-01-01 00:00:00.979400,cloud,1.1992140449526818,0.49045073594422084,0.7815,0.5294117647058822,,,
2000-01-01 00:00:00.979990,cloud,1.2021801668032273,0.5401845485988697,0.8039,0.22352941176470587,,,
2000-01-01 00:00:00.981310,cloud,3.123020010223466,1.449374746483401,2.6019,0.2666666666666666,,,
2000-01-01 00:00:01.001270,cloud,-0.31642758557356254,5.786181622027439,2.4558,0.8666666666666667,,,
2000-01-01 00:00:01.002140,cloud,-0.16410186600621382,4.630493699118192,0.5693,0.8862745098039215,,,
2000-01-01 00:00:01.007400,cloud,-1.1893778417538097,2.0445367885037067,-0.0884,0.9843137254901961,,,
2000-01-01 00:00:01.012930,cloud,-1.0993988932452596,0.9779272588138131,-0.0766,0.9843137254901961,,,
2000-01-01 00:00:01.018890,cloud,-1.6545801128213524,0.5464888930765941,0.1763,0.9764705882352941,,,
2000-01-01 00:00:01.069930,cloud,4.6143379701715705,-0.8603860511612866,0.5667,0.9568627450980393,,,
2000-01-01 00:00:01.072210,cloud,4.619895137830558,-0.2659299822313699,0.5892,0.9843137254901961,,,
2000-01-01 00:00:01.074080,cloud,6.11893181867063,0.27781687936507227,0.7633,0.8549019607843137,,,
2000-01-01 00:00:01.082650,cloud,1.595232601535812,0.8951180966762348,0.5205,0.9333333333333333,,,
2000-01-01 00:00:01.095190,cloud,0.5601061676280243,2.691587065466218,0.7923,0.9450980392156862,,,
2000-01-01 00:00:01.098820,cloud,-0.8037207410081733,5.943671274597315,1.4346,0.9058823529411765,,,
2000-01-01 00:00:01.123950,cloud,-1.6410714602091983,0.09088279532920426,0.1422,0.9764705882352941,,,
